,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
516,Four-Seam Fastball,2013-07-13,91.0,-1.93,5.91,"Aardsma, David",474568,430911,,called_strike,,,,,7.0,Jordy Mercer flies out to center fielder Kirk Nieuwenhuis.,R,R,R,PIT,NYM,S,,,0,0,2013,-0.8,1.69,-0.35,1.86,,,476883.0,2,6,Bot,,,,,407833,,130713_212756,5.73,-132.22,-7.85,-8.47,30.9,-13.92,3.71,1.87,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,54,1,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,-0.037
517,Four-Seam Fastball,2013-07-13,91.2,-1.82,5.9,"Aardsma, David",434540,430911,field_out,hit_into_play,,,,,7.0,Garrett Jones flies out to center fielder Kirk Nieuwenhuis.,R,L,R,PIT,NYM,X,8.0,fly_ball,3,1,2013,-0.77,1.66,-0.38,1.62,,,476883.0,1,6,Bot,141.57,82.33,,,407833,,130713_212711,5.32,-132.47,-8.48,-8.13,29.21,-14.1,3.78,1.63,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,0.0,,0.0,0.0,,53,5,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,-0.041,-0.432
518,Four-Seam Fastball,2013-07-13,91.5,-1.89,5.77,"Aardsma, David",434540,430911,,blocked_ball,,,,,13.0,Garrett Jones flies out to center fielder Kirk Nieuwenhuis.,R,L,R,PIT,NYM,B,,,2,1,2013,-1.0,1.52,-0.53,0.5,,,476883.0,1,6,Bot,,,,,407833,,130713_212643,5.68,-132.82,-10.79,-11.13,30.28,-15.72,4.03,1.81,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,53,4,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,0.109
519,Four-Seam Fastball,2013-07-13,89.7,-1.82,6.05,"Aardsma, David",434540,430911,,foul,,,,,2.0,Garrett Jones flies out to center fielder Kirk Nieuwenhuis.,R,L,R,PIT,NYM,S,,,2,0,2013,-0.85,1.56,-0.07,3.2,,,476883.0,1,6,Bot,,,,,407833,,130713_212609,6.26,-130.39,-4.29,-8.95,27.26,-15.78,3.78,1.63,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,53,3,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,-0.065
520,Four-Seam Fastball,2013-07-13,91.2,-2.03,6.01,"Aardsma, David",434540,430911,,ball,,,,,11.0,Garrett Jones flies out to center fielder Kirk Nieuwenhuis.,R,L,R,PIT,NYM,B,,,1,0,2013,-0.8,1.59,-1.57,2.97,,,476883.0,1,6,Bot,,,,,407833,,130713_212547,2.82,-132.81,-5.11,-8.5,30.18,-14.85,3.99,1.76,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,53,2,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,0.07
521,Four-Seam Fastball,2013-07-13,90.6,-1.93,5.74,"Aardsma, David",434540,430911,,blocked_ball,,,,,13.0,Garrett Jones flies out to center fielder Kirk Nieuwenhuis.,R,L,R,PIT,NYM,B,,,0,0,2013,-0.78,1.24,-0.59,1.04,,,476883.0,1,6,Bot,,,,,407833,,130713_212525,5.02,-131.61,-8.36,-8.03,31.22,-19.5,4.03,1.76,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,53,1,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,0.037
522,Four-Seam Fastball,2013-07-13,92.3,-1.97,5.95,"Aardsma, David",431145,430911,field_out,hit_into_play,,,,,4.0,Russell Martin flies out to left fielder Eric Young Jr.,R,R,R,PIT,NYM,X,7.0,fly_ball,3,2,2013,-0.76,1.31,-0.64,2.29,,,476883.0,0,6,Bot,87.35,108.43,,,407833,,130713_212436,5.09,-134.23,-6.33,-8.28,28.0,-17.88,3.33,1.51,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,0.0,,0.0,0.0,,52,6,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,-0.048,-0.47
523,Four-Seam Fastball,2013-07-13,90.8,-1.89,6.01,"Aardsma, David",431145,430911,,swinging_strike,,,,,4.0,Russell Martin flies out to left fielder Eric Young Jr.,R,R,R,PIT,NYM,S,,,3,1,2013,-0.98,1.35,-0.37,2.52,,,476883.0,0,6,Bot,,,,,407833,,130713_212406,6.04,-132.01,-5.67,-10.73,28.24,-17.92,3.33,1.51,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,52,5,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,-0.09
524,Four-Seam Fastball,2013-07-13,91.8,-1.69,5.96,"Aardsma, David",431145,430911,,ball,,,,,9.0,Russell Martin flies out to left fielder Eric Young Jr.,R,R,R,PIT,NYM,B,,,2,1,2013,-0.81,1.58,0.68,1.67,,,476883.0,0,6,Bot,,,,,407833,,130713_212338,7.91,-133.28,-8.47,-8.78,28.8,-14.72,3.45,1.65,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,52,4,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,0.151
525,Four-Seam Fastball,2013-07-13,91.4,-1.98,5.97,"Aardsma, David",431145,430911,,ball,,,,,11.0,Russell Martin flies out to left fielder Eric Young Jr.,R,R,R,PIT,NYM,B,,,1,1,2013,-0.67,1.59,-1.26,2.76,,,476883.0,0,6,Bot,,,,,407833,,130713_212314,3.23,-132.95,-5.62,-6.98,28.46,-14.73,3.49,1.7,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,52,3,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,0.074
526,Slider,2013-07-13,82.6,-2.2,6.04,"Aardsma, David",431145,430911,,called_strike,,,,,4.0,Russell Martin flies out to left fielder Eric Young Jr.,R,R,R,PIT,NYM,S,,,1,0,2013,0.18,0.33,-0.67,2.81,,,476883.0,0,6,Bot,,,,,407833,,130713_212251,2.94,-120.17,-1.16,3.24,23.64,-30.78,3.4,1.57,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,52,2,Slider,2,2,2,2,2,2,2,2,,,,0.0,-0.058
527,Four-Seam Fastball,2013-07-13,91.6,-1.95,5.83,"Aardsma, David",431145,430911,,ball,,,,,13.0,Russell Martin flies out to left fielder Eric Young Jr.,R,R,R,PIT,NYM,B,,,0,0,2013,-0.62,1.46,-0.28,1.07,,,476883.0,0,6,Bot,,,,,407833,,130713_212229,5.59,-133.07,-9.39,-6.29,28.99,-16.4,3.48,1.65,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,52,1,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,0.051
528,Four-Seam Fastball,2013-07-13,90.8,-1.99,5.92,"Aardsma, David",476883,430911,single,hit_into_play,,,,,7.0,Pedro Alvarez singles on a line drive to right fielder Marlon Byrd.,R,L,R,PIT,NYM,X,9.0,line_drive,2,1,2013,-0.73,1.52,-0.69,2.03,,,,0,6,Bot,150.6,74.3,,,407833,,130713_212137,4.85,-132.04,-7.1,-7.66,28.51,-15.83,3.57,1.76,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,0.9,,1.0,0.0,,51,4,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.051,0.319
529,Splitter,2013-07-13,84.1,-2.0,6.41,"Aardsma, David",476883,430911,,ball,,,,,11.0,Pedro Alvarez singles on a line drive to right fielder Marlon Byrd.,R,L,R,PIT,NYM,B,,,1,1,2013,-1.04,0.0,-1.23,5.57,,,,0,6,Bot,,,,,407833,,130713_212114,3.92,-122.36,5.04,-10.01,22.68,-34.22,3.68,2.05,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,51,3,Split-Finger,2,2,2,2,2,2,2,2,,,,0.0,0.043
530,Four-Seam Fastball,2013-07-13,91.6,-2.0,6.02,"Aardsma, David",476883,430911,,called_strike,,,,,13.0,Pedro Alvarez singles on a line drive to right fielder Marlon Byrd.,R,L,R,PIT,NYM,S,,,1,0,2013,-0.7,1.46,-1.16,2.66,,,,0,6,Bot,,,,,407833,,130713_212042,3.63,-133.26,-5.76,-7.43,27.35,-16.26,3.72,1.71,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,51,2,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,-0.04
531,Splitter,2013-07-13,85.9,-1.85,5.98,"Aardsma, David",476883,430911,,ball,,,,,14.0,Pedro Alvarez singles on a line drive to right fielder Marlon Byrd.,R,L,R,PIT,NYM,B,,,0,0,2013,-1.35,0.75,0.26,0.83,,,,0,6,Bot,,,,,407833,,130713_212020,8.02,-124.62,-7.41,-13.86,24.05,-26.07,3.72,2.05,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,51,1,Split-Finger,2,2,2,2,2,2,2,2,,,,0.0,0.034
532,Four-Seam Fastball,2013-07-13,92.0,-1.8,6.04,"Aardsma, David",457705,430911,home_run,hit_into_play,,,,,5.0,Andrew McCutchen homers (10) on a fly ball to center field.,R,R,R,PIT,NYM,X,,fly_ball,1,0,2013,-0.92,1.65,0.04,2.64,,,,0,6,Bot,157.63,27.11,,,407833,,130713_211924,6.83,-133.72,-6.39,-10.27,27.77,-13.76,3.42,1.54,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,2.0,,0.0,3.0,,50,2,4-Seam Fastball,1,2,1,2,2,2,2,2,,,,0.187,0.966
533,Four-Seam Fastball,2013-07-13,91.6,-2.0,6.08,"Aardsma, David",457705,430911,,ball,,,,,11.0,Andrew McCutchen homers (10) on a fly ball to center field.,R,R,R,PIT,NYM,B,,,0,0,2013,-1.0,1.33,-1.58,3.71,,,,0,6,Bot,,,,,407833,,130713_211902,3.27,-133.43,-2.91,-11.35,26.99,-17.75,3.65,1.65,,,,,,,348148,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,50,1,4-Seam Fastball,1,2,1,2,2,1,1,2,,,,0.0,0.034
534,IN,2013-07-12,80.4,-1.28,6.37,"Aardsma, David",457705,430911,intent_walk,intent_ball,,,,,12.0,David Aardsma intentionally walks Andrew McCutchen.,R,R,R,PIT,NYM,B,,,3,0,2013,-0.88,1.5,4.45,3.57,516782.0,,,1,9,Bot,,,,,489232,,130712_211947,14.73,-116.05,-2.1,-7.37,21.8,-19.69,3.42,1.54,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,0.0,,0.0,0.0,,64,4,Intentional Ball,2,2,2,2,2,2,2,2,,,,-0.013,
535,IN,2013-07-12,79.3,-1.44,6.47,"Aardsma, David",457705,430911,,intent_ball,,,,,12.0,David Aardsma intentionally walks Andrew McCutchen.,R,R,R,PIT,NYM,B,,,2,0,2013,-0.97,1.31,3.11,3.98,516782.0,,,1,9,Bot,,,,,489232,,130712_211940,12.11,-114.86,-0.85,-8.06,20.91,-21.79,3.42,1.54,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,64,3,Intentional Ball,2,2,2,2,2,2,2,2,,,,0.0,
536,IN,2013-07-12,79.3,-1.51,6.28,"Aardsma, David",457705,430911,,intent_ball,,,,,12.0,David Aardsma intentionally walks Andrew McCutchen.,R,R,R,PIT,NYM,B,,,1,0,2013,-0.79,1.37,3.23,3.0,516782.0,,,1,9,Bot,,,,,489232,,130712_211931,12.16,-114.73,-2.77,-6.36,20.4,-21.14,3.42,1.54,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,64,2,Intentional Ball,2,2,2,2,2,2,2,2,,,,0.0,
537,IN,2013-07-12,78.5,-1.37,6.47,"Aardsma, David",457705,430911,,intent_ball,,,,,12.0,David Aardsma intentionally walks Andrew McCutchen.,R,R,R,PIT,NYM,B,,,0,0,2013,-0.71,1.53,3.15,3.38,516782.0,,,1,9,Bot,,,,,489232,,130712_211923,11.38,-113.8,-2.53,-5.5,20.67,-19.9,3.42,1.54,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,64,1,Intentional Ball,2,2,2,2,2,2,2,2,,,,0.0,
538,Four-Seam Fastball,2013-07-12,91.8,-2.1,6.03,"Aardsma, David",467798,430911,sac_bunt,hit_into_play,,,,,2.0,"Jose Tabata out on a sacrifice bunt, third baseman David Wright to second baseman Daniel Murphy.   Starling Marte to 3rd.",R,R,R,PIT,NYM,X,5.0,ground_ball,0,0,2013,-0.56,1.43,-0.16,3.46,,516782.0,,0,9,Bot,115.46,185.74,,,489232,,130712_211843,6.18,-133.64,-3.63,-5.62,29.55,-16.58,3.54,1.55,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,0.0,,0.0,0.0,,63,1,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.023,-0.041
539,Splitter,2013-07-12,86.2,-1.71,6.04,"Aardsma, David",516782,430911,double,hit_into_play,,,,,7.0,Starling Marte doubles (19) on a line drive to left fielder Eric Young Jr.,R,R,R,PIT,NYM,X,7.0,line_drive,2,2,2013,-0.95,0.64,-0.42,1.94,,,,0,9,Bot,63.25,109.44,,,489232,,130712_211735,5.08,-125.32,-4.62,-9.37,25.92,-27.2,3.35,1.51,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,1.25,,1.0,1.0,,62,5,Split-Finger,2,2,2,2,2,2,2,2,,,,0.173,0.647
540,Four-Seam Fastball,2013-07-12,92.1,-2.02,5.89,"Aardsma, David",516782,430911,,called_strike,,,,,4.0,Starling Marte doubles (19) on a line drive to left fielder Eric Young Jr.,R,R,R,PIT,NYM,S,,,2,1,2013,-0.47,1.57,-0.75,2.43,,,,0,9,Bot,,,,,489232,,130712_211714,4.2,-134.05,-6.34,-4.47,31.03,-14.78,3.61,1.55,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,62,4,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,-0.06
541,Four-Seam Fastball,2013-07-12,91.4,-2.08,5.89,"Aardsma, David",516782,430911,,foul,,,,,5.0,Starling Marte doubles (19) on a line drive to left fielder Eric Young Jr.,R,R,R,PIT,NYM,S,,,2,0,2013,-0.9,1.36,0.08,2.54,,,,0,9,Bot,,,,,489232,,130712_211650,7.52,-132.81,-5.37,-9.77,30.91,-17.79,3.35,1.51,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,62,3,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,-0.053
542,Four-Seam Fastball,2013-07-12,91.5,-2.2,6.04,"Aardsma, David",516782,430911,,ball,,,,,11.0,Starling Marte doubles (19) on a line drive to left fielder Eric Young Jr.,R,R,R,PIT,NYM,B,,,1,0,2013,-0.7,1.35,-1.55,3.71,,,,0,9,Bot,,,,,489232,,130712_211629,3.09,-133.25,-2.77,-7.37,29.03,-17.67,3.65,1.51,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,62,2,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,0.056
543,Four-Seam Fastball,2013-07-12,90.9,-1.9,5.77,"Aardsma, David",516782,430911,,ball,,,,,13.0,Starling Marte doubles (19) on a line drive to left fielder Eric Young Jr.,R,R,R,PIT,NYM,B,,,0,0,2013,-1.12,1.42,-0.01,0.99,,,,0,9,Bot,,,,,489232,,130712_211613,7.31,-131.95,-9.2,-12.53,27.3,-17.01,3.65,1.6,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,62,1,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,0.034
544,Four-Seam Fastball,2013-07-12,93.0,-1.81,6.07,"Aardsma, David",501983,430911,strikeout,swinging_strike,,,,,11.0,Travis Snider strikes out swinging.,R,L,R,PIT,NYM,S,2.0,,1,2,2013,-0.95,1.4,-0.14,4.17,,,,2,8,Bot,,,,,489232,,130712_210435,6.49,-135.28,-1.96,-10.93,29.63,-16.62,3.55,1.61,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,0.0,,0.0,0.0,,57,4,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,-0.025,-0.064
545,Splitter,2013-07-12,86.7,-1.71,5.96,"Aardsma, David",501983,430911,,foul,,,,,14.0,Travis Snider strikes out swinging.,R,L,R,PIT,NYM,S,,,1,1,2013,-1.23,0.65,0.04,0.7,,,,2,8,Bot,,,,,489232,,130712_210409,6.89,-125.84,-7.63,-12.65,25.52,-27.03,3.55,1.61,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,57,3,Split-Finger,2,2,2,2,2,2,2,2,,,,0.0,-0.025
546,Four-Seam Fastball,2013-07-12,91.8,-1.45,6.06,"Aardsma, David",501983,430911,,ball,,,,,12.0,Travis Snider strikes out swinging.,R,L,R,PIT,NYM,B,,,0,1,2013,-1.04,1.52,2.22,3.48,,,,2,8,Bot,,,,,489232,,130712_210350,11.9,-133.22,-3.83,-11.81,28.77,-15.57,3.55,1.73,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,57,2,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,0.012
547,Four-Seam Fastball,2013-07-12,92.5,-1.77,5.87,"Aardsma, David",501983,430911,,called_strike,,,,,13.0,Travis Snider strikes out swinging.,R,L,R,PIT,NYM,S,,,0,0,2013,-0.53,1.75,-0.17,1.6,,,,2,8,Bot,,,,,489232,,130712_210333,5.21,-134.38,-8.98,-5.17,30.16,-12.36,3.53,1.73,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,57,1,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,-0.015
548,Four-Seam Fastball,2013-07-12,92.1,-1.92,5.97,"Aardsma, David",425549,430911,field_out,hit_into_play,,,,,5.0,Clint Barmes flies out to right fielder Marlon Byrd.,R,R,R,PIT,NYM,X,9.0,fly_ball,0,2,2013,-0.78,1.46,0.06,2.86,,,,1,8,Bot,179.72,111.45,,,489232,,130712_210246,6.83,-133.94,-5.17,-8.44,28.86,-16.15,3.57,1.48,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,0.0,,0.0,0.0,,56,3,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,-0.034,-0.099
549,Four-Seam Fastball,2013-07-12,92.4,-1.73,5.95,"Aardsma, David",425549,430911,,foul,,,,,12.0,Clint Barmes flies out to right fielder Marlon Byrd.,R,R,R,PIT,NYM,S,,,0,1,2013,-0.78,1.41,0.98,2.84,,,,1,8,Bot,,,,,489232,,130712_210224,8.8,-134.29,-5.07,-8.56,29.47,-16.67,3.57,1.48,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,56,2,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,-0.031
550,Four-Seam Fastball,2013-07-12,92.0,-1.8,5.96,"Aardsma, David",425549,430911,,called_strike,,,,,6.0,Clint Barmes flies out to right fielder Marlon Byrd.,R,R,R,PIT,NYM,S,,,0,0,2013,-0.85,1.6,0.42,2.55,,,,1,8,Bot,,,,,489232,,130712_210205,7.62,-133.64,-6.23,-9.27,29.81,-14.48,3.57,1.6,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,56,1,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,-0.023
551,Four-Seam Fastball,2013-07-12,92.0,-1.88,6.01,"Aardsma, David",474568,430911,field_out,hit_into_play,,,,,1.0,Jordy Mercer flies out to center fielder Kirk Nieuwenhuis.,R,R,R,PIT,NYM,X,8.0,fly_ball,2,1,2013,-0.74,1.46,-0.46,3.37,,,,0,8,Bot,110.44,65.26,,,489232,,130712_210125,5.26,-133.94,-3.95,-7.98,28.49,-16.08,3.56,1.67,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,0.0,,0.0,0.0,,55,4,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,-0.046,-0.257
552,Four-Seam Fastball,2013-07-12,91.2,-1.77,5.95,"Aardsma, David",474568,430911,,called_strike,,,,,9.0,Jordy Mercer flies out to center fielder Kirk Nieuwenhuis.,R,R,R,PIT,NYM,S,,,2,0,2013,-0.76,1.68,0.81,2.1,,,,0,8,Bot,,,,,489232,,130712_210106,8.33,-132.38,-7.52,-8.15,26.05,-13.56,3.65,1.9,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,55,3,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,-0.053
553,Four-Seam Fastball,2013-07-12,91.3,-1.91,5.86,"Aardsma, David",474568,430911,,ball,,,,,13.0,Jordy Mercer flies out to center fielder Kirk Nieuwenhuis.,R,R,R,PIT,NYM,B,,,1,0,2013,-0.9,1.55,-0.83,1.72,,,,0,8,Bot,,,,,489232,,130712_210048,4.69,-132.74,-7.93,-9.82,28.5,-15.26,3.73,1.9,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,55,2,4-Seam Fastball,2,2,2,2,2,2,2,2,,,,0.0,0.056
554,Slider,2013-07-12,83.5,-2.0,5.85,"Aardsma, David",474568,430911,,ball,,,,,14.0,Jordy Mercer flies out to center fielder Kirk Nieuwenhuis.,R,R,R,PIT,NYM,B,,,0,0,2013,0.05,0.54,1.22,1.18,,,,0,8,Bot,,,,,489232,,130712_210033,7.3,-121.31,-5.18,1.92,24.98,-28.62,3.69,1.94,,,,,,,348131,430911,489232,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,55,1,Slider,2,2,2,2,2,2,2,2,,,,0.0,0.034
555,Four-Seam Fastball,2013-07-08,91.6,-1.84,6.04,"Aardsma, David",452254,430911,field_out,hit_into_play,,,,,5.0,Hunter Pence lines out to right fielder Marlon Byrd.,R,R,R,SF,NYM,X,9.0,line_drive,1,1,2013,-0.47,1.39,0.06,2.59,,457763.0,467055.0,1,11,Bot,196.79,99.4,,,407833,,130708_224357,5.89,-133.22,-5.99,-4.44,23.28,-16.88,3.46,1.6,,,,,,,348076,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,0.0,,0.0,0.0,,84,3,4-Seam Fastball,3,3,3,3,3,3,3,3,,,,-0.092,-0.437
556,Slider,2013-07-08,82.2,-2.09,5.8,"Aardsma, David",452254,430911,,blocked_ball,,,,,14.0,Hunter Pence lines out to right fielder Marlon Byrd.,R,R,R,SF,NYM,B,,,0,1,2013,-0.06,0.64,1.21,0.02,,457763.0,467055.0,1,11,Bot,,,,,407833,,130708_224325,7.64,-119.14,-7.75,0.71,22.02,-27.71,3.55,1.71,,,,,,,348076,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,84,2,Slider,3,3,3,3,3,3,3,3,,,,0.0,0.057
557,Four-Seam Fastball,2013-07-08,90.8,-1.8,5.96,"Aardsma, David",452254,430911,,called_strike,,,,,8.0,Hunter Pence lines out to right fielder Marlon Byrd.,R,R,R,SF,NYM,S,,,0,0,2013,-0.64,1.91,0.07,2.02,,457763.0,467055.0,1,11,Bot,,,,,407833,,130708_224304,6.1,-131.91,-8.04,-6.39,30.61,-11.31,3.55,1.71,,,,,,,348076,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,84,1,4-Seam Fastball,3,3,3,3,3,3,3,3,,,,0.0,-0.064
558,IN,2013-07-08,78.8,-2.67,6.52,"Aardsma, David",467055,430911,intent_walk,intent_ball,,,,,11.0,David Aardsma intentionally walks Pablo Sandoval.,R,L,R,SF,NYM,B,,,3,0,2013,-0.62,1.5,-4.56,4.22,,457763.0,,1,11,Bot,,,,,407833,,130708_224201,-3.26,-114.86,-0.86,-4.76,20.19,-19.91,3.41,1.57,,,,,,,348076,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,0.0,,0.0,0.0,,83,4,Intentional Ball,3,3,3,3,3,3,3,3,,,,0.004,
559,IN,2013-07-08,79.6,-2.75,6.5,"Aardsma, David",467055,430911,,intent_ball,,,,,11.0,David Aardsma intentionally walks Pablo Sandoval.,R,L,R,SF,NYM,B,,,2,0,2013,-0.52,1.42,-5.87,4.49,,457763.0,,1,11,Bot,,,,,407833,,130708_224151,-6.32,-115.63,-0.11,-3.83,20.73,-20.5,3.19,1.46,,,,,,,348076,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,83,3,Intentional Ball,3,3,3,3,3,3,3,3,,,,0.0,
560,IN,2013-07-08,80.0,-2.38,6.51,"Aardsma, David",467055,430911,,intent_ball,,,,,11.0,David Aardsma intentionally walks Pablo Sandoval.,R,L,R,SF,NYM,B,,,1,0,2013,-0.58,1.51,-3.34,4.44,,457763.0,,1,11,Bot,,,,,407833,,130708_224142,-1.22,-116.45,-0.54,-4.49,20.9,-19.48,3.49,1.61,,,,,,,348076,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,83,2,Intentional Ball,3,3,3,3,3,3,3,3,,,,0.0,
561,IN,2013-07-08,77.8,-2.27,6.52,"Aardsma, David",467055,430911,,intent_ball,,,,,11.0,David Aardsma intentionally walks Pablo Sandoval.,R,L,R,SF,NYM,B,,,0,0,2013,-0.5,1.47,-2.99,3.57,,457763.0,,1,11,Bot,,,,,407833,,130708_224134,-0.85,-113.28,-2.07,-3.52,18.53,-20.46,3.6,1.65,,,,,,,348076,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,,,,,,83,1,Intentional Ball,3,3,3,3,3,3,3,3,,,,0.0,
562,Four-Seam Fastball,2013-07-08,92.8,-1.88,6.11,"Aardsma, David",457763,430911,double,hit_into_play,,,,,2.0,"Buster Posey doubles (25) on a pop up to center fielder Kirk Nieuwenhuis, deflected by second baseman Daniel Murphy.",R,R,R,SF,NYM,X,4.0,popup,2,1,2013,-0.75,1.5,-0.25,3.62,,,,1,11,Bot,153.61,115.46,,,407833,,130708_224037,5.89,-135.1,-3.79,-8.28,28.71,-15.3,3.56,1.61,,,,,,,348076,430911,407833,477195,502517,431151,435560,458913,543590,407781,50.0,,,1.25,,1.0,1.0,,82,4,4-Seam Fastball,3,3,3,3,3,3,3,3,,,,0.122,0.36
